"GSM","Score","GSE","Platform","GenesFound","GenesExpected","SampleTitle","Characteristics","LibSize","TreatmentRaw","CellLine","Genotype","IsControl","Agent","AgentConfidence"
"GSM3573989",0.906978981738799,"GSE125437","NCBI-counts",6,6,"OCIAML3.OTX015.8h_Rep2","cell line: OCI-AML3 | agent: OTX015 | concentration: 1uM | time point (hours): 8 | mll fusion type: NMP mut",17462248,"OTX015","OCI-AML3",NA,FALSE,"OTX015","high"
"GSM3573990",0.911214133244794,"GSE125437","NCBI-counts",6,6,"OCIAML3.OTX015.8h_Rep3","cell line: OCI-AML3 | agent: OTX015 | concentration: 1uM | time point (hours): 8 | mll fusion type: NMP mut",13707909,"OTX015","OCI-AML3",NA,FALSE,"OTX015","high"
"GSM3573991",1.41397377763452,"GSE125437","NCBI-counts",6,6,"EOL1.BAY1251152.8h_Rep1","cell line: EOL-1 | agent: BAY-1251152 | concentration: 0.05 uM | time point (hours): 8 | mll fusion type: MLL-TD",15916366,"BAY-1251152","EOL-1",NA,FALSE,"BAY-1251152","high"
"GSM3573992",1.35764087863963,"GSE125437","NCBI-counts",6,6,"EOL1.BAY1251152.8h_Rep2","cell line: EOL-1 | agent: BAY-1251152 | concentration: 0.05 uM | time point (hours): 8 | mll fusion type: MLL-TD",20844342,"BAY-1251152","EOL-1",NA,FALSE,"BAY-1251152","high"
"GSM3573993",1.37437289868909,"GSE125437","NCBI-counts",6,6,"EOL1.BAY1251152.8h_Rep3","cell line: EOL-1 | agent: BAY-1251152 | concentration: 0.05 uM | time point (hours): 8 | mll fusion type: MLL-TD",17469423,"BAY-1251152","EOL-1",NA,FALSE,"BAY-1251152","high"
"GSM3573994",1.63166143541878,"GSE125437","NCBI-counts",6,6,"EOL1.OTX015.8h_Rep1","cell line: EOL-1 | agent: OTX015 | concentration: 1uM | time point (hours): 8 | mll fusion type: MLL-TD",14592690,"OTX015","EOL-1",NA,FALSE,"OTX015","high"
"GSM3573995",1.68330173049049,"GSE125437","NCBI-counts",6,6,"EOL1.OTX015.8h_Rep2","cell line: EOL-1 | agent: OTX015 | concentration: 1uM | time point (hours): 8 | mll fusion type: MLL-TD",17678851,"OTX015","EOL-1",NA,FALSE,"OTX015","high"
"GSM3573996",1.64327472486304,"GSE125437","NCBI-counts",6,6,"EOL1.OTX015.8h_Rep3","cell line: EOL-1 | agent: OTX015 | concentration: 1uM | time point (hours): 8 | mll fusion type: MLL-TD",16167471,"OTX015","EOL-1",NA,FALSE,"OTX015","high"
"GSM3573997",0.564435142414038,"GSE125437","NCBI-counts",6,6,"HL60.BAY1251152.8h_Rep1","cell line: HL-60 | agent: BAY-1251152 | concentration: 0.05 uM | time point (hours): 8 | mll fusion type: MLL-WT",17072937,"BAY-1251152","HL-60",NA,FALSE,"BAY-1251152","high"
"GSM3573998",0.526894755719504,"GSE125437","NCBI-counts",6,6,"HL60.BAY1251152.8h_Rep2","cell line: HL-60 | agent: BAY-1251152 | concentration: 0.05 uM | time point (hours): 8 | mll fusion type: MLL-WT",16526924,"BAY-1251152","HL-60",NA,FALSE,"BAY-1251152","high"
"GSM3573999",0.544308140282698,"GSE125437","NCBI-counts",6,6,"HL60.BAY1251152.8h_Rep3","cell line: HL-60 | agent: BAY-1251152 | concentration: 0.05 uM | time point (hours): 8 | mll fusion type: MLL-WT",14805298,"BAY-1251152","HL-60",NA,FALSE,"BAY-1251152","high"
"GSM3574000",0.758920168078729,"GSE125437","NCBI-counts",6,6,"HL60.OTX015.8h_Rep1","cell line: HL-60 | agent: OTX015 | concentration: 1uM | time point (hours): 8 | mll fusion type: MLL-WT",20198415,"OTX015","HL-60",NA,FALSE,"OTX015","high"
"GSM3574001",0.794661356753127,"GSE125437","NCBI-counts",6,6,"HL60.OTX015.8h_Rep2","cell line: HL-60 | agent: OTX015 | concentration: 1uM | time point (hours): 8 | mll fusion type: MLL-WT",17460251,"OTX015","HL-60",NA,FALSE,"OTX015","high"
"GSM3574002",0.757029099725277,"GSE125437","NCBI-counts",6,6,"HL60.OTX015.8h_Rep3","cell line: HL-60 | agent: OTX015 | concentration: 1uM | time point (hours): 8 | mll fusion type: MLL-WT",13786598,"OTX015","HL-60",NA,FALSE,"OTX015","high"
"GSM3574003",1.33499124699188,"GSE125437","NCBI-counts",6,6,"ML2.BAY155.24h_Rep1","cell line: ML2 | agent: BAY-155 | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-AF",19806844,"BAY-155","ML2",NA,FALSE,"BAY-155","high"
"GSM3574004",1.2880437311224,"GSE125437","NCBI-counts",6,6,"ML2.BAY155.24h_Rep2","cell line: ML2 | agent: BAY-155 | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-AF",21754439,"BAY-155","ML2",NA,FALSE,"BAY-155","high"
"GSM3574005",1.32908282694617,"GSE125437","NCBI-counts",6,6,"ML2.BAY155.24h_Rep3","cell line: ML2 | agent: BAY-155 | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-AF",19045811,"BAY-155","ML2",NA,FALSE,"BAY-155","high"
"GSM3574006",1.035466908559,"GSE125437","NCBI-counts",6,6,"OCIAML3.BAY155.24h_Rep1","cell line: OCI-AML3 | agent: BAY-155 | concentration: 2uM | time point (hours): 24 | mll fusion type: NMP mut",16729370,"BAY-155","OCI-AML3",NA,FALSE,"BAY-155","high"
"GSM3574007",1.02476377221631,"GSE125437","NCBI-counts",6,6,"OCIAML3.BAY155.24h_Rep2","cell line: OCI-AML3 | agent: BAY-155 | concentration: 2uM | time point (hours): 24 | mll fusion type: NMP mut",13240849,"BAY-155","OCI-AML3",NA,FALSE,"BAY-155","high"
"GSM3574008",1.0520802039427,"GSE125437","NCBI-counts",6,6,"OCIAML3.BAY155.24h_Rep3","cell line: OCI-AML3 | agent: BAY-155 | concentration: 2uM | time point (hours): 24 | mll fusion type: NMP mut",18855721,"BAY-155","OCI-AML3",NA,FALSE,"BAY-155","high"
"GSM3574009",1.50221454344686,"GSE125437","NCBI-counts",6,6,"EOL1.BAY155.24h_Rep1","cell line: EOL-1 | agent: BAY-155 | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-TD",19954794,"BAY-155","EOL-1",NA,FALSE,"BAY-155","high"
"GSM3574010",1.49651689267126,"GSE125437","NCBI-counts",6,6,"EOL1.BAY155.24h_Rep2","cell line: EOL-1 | agent: BAY-155 | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-TD",18734784,"BAY-155","EOL-1",NA,FALSE,"BAY-155","high"
"GSM3574011",1.53035575336599,"GSE125437","NCBI-counts",6,6,"EOL1.BAY155.24h_Rep3","cell line: EOL-1 | agent: BAY-155 | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-TD",16659840,"BAY-155","EOL-1",NA,FALSE,"BAY-155","high"
"GSM3574012",0.729905231779145,"GSE125437","NCBI-counts",6,6,"HL60.BAY155.24h_Rep1","cell line: HL-60 | agent: BAY-155 | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-WT",23615929,"BAY-155","HL-60",NA,FALSE,"BAY-155","high"
"GSM3574013",0.737337079857351,"GSE125437","NCBI-counts",6,6,"HL60.BAY155.24h_Rep2","cell line: HL-60 | agent: BAY-155 | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-WT",12367977,"BAY-155","HL-60",NA,FALSE,"BAY-155","high"
"GSM3574014",0.692501461091999,"GSE125437","NCBI-counts",6,6,"HL60.BAY155.24h_Rep3","cell line: HL-60 | agent: BAY-155 | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-WT",18299525,"BAY-155","HL-60",NA,FALSE,"BAY-155","high"
"GSM3574015",1.06738022258598,"GSE125437","NCBI-counts",6,6,"ML2.Brequinar.24h_Rep1","cell line: ML2 | agent: Brequinar | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-AF",11358667,"Brequinar","ML2",NA,FALSE,"Brequinar","high"
"GSM3574016",1.08378589878452,"GSE125437","NCBI-counts",6,6,"ML2.Brequinar.24h_Rep2","cell line: ML2 | agent: Brequinar | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-AF",17890438,"Brequinar","ML2",NA,FALSE,"Brequinar","high"
"GSM3574017",1.15074482613855,"GSE125437","NCBI-counts",6,6,"ML2.Brequinar.24h_Rep3","cell line: ML2 | agent: Brequinar | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-AF",16525871,"Brequinar","ML2",NA,FALSE,"Brequinar","high"
"GSM3574018",1.32609891850151,"GSE125437","NCBI-counts",6,6,"ML2.DMSO.24h_Rep1","cell line: ML2 | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: MLL-AF",17803681,"DMSO","ML2",NA,TRUE,"control","control"
"GSM3574019",1.31272139372349,"GSE125437","NCBI-counts",6,6,"ML2.DMSO.24h_Rep2","cell line: ML2 | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: MLL-AF",17499843,"DMSO","ML2",NA,TRUE,"control","control"
"GSM3574020",1.29655574583472,"GSE125437","NCBI-counts",6,6,"ML2.DMSO.24h_Rep3","cell line: ML2 | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: MLL-AF",17019215,"DMSO","ML2",NA,TRUE,"control","control"
"GSM3574021",0.794859479607464,"GSE125437","NCBI-counts",6,6,"OCIAML3.Brequinar.24h_Rep1","cell line: OCI-AML3 | agent: Brequinar | concentration: 2uM | time point (hours): 24 | mll fusion type: NMP mut",14614599,"Brequinar","OCI-AML3",NA,FALSE,"Brequinar","high"
"GSM3574022",0.753816772914086,"GSE125437","NCBI-counts",6,6,"OCIAML3.Brequinar.24h_Rep2","cell line: OCI-AML3 | agent: Brequinar | concentration: 2uM | time point (hours): 24 | mll fusion type: NMP mut",15028705,"Brequinar","OCI-AML3",NA,FALSE,"Brequinar","high"
"GSM3574023",0.755850163041835,"GSE125437","NCBI-counts",6,6,"OCIAML3.Brequinar.24h_Rep3","cell line: OCI-AML3 | agent: Brequinar | concentration: 2uM | time point (hours): 24 | mll fusion type: NMP mut",12625250,"Brequinar","OCI-AML3",NA,FALSE,"Brequinar","high"
"GSM3574024",1.02043481030847,"GSE125437","NCBI-counts",6,6,"OCIAML3.DMSO.24h_Rep1","cell line: OCI-AML3 | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: NMP mut",11865634,"DMSO","OCI-AML3",NA,TRUE,"control","control"
"GSM3574025",1.06378718363526,"GSE125437","NCBI-counts",6,6,"OCIAML3.DMSO.24h_Rep2","cell line: OCI-AML3 | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: NMP mut",20369398,"DMSO","OCI-AML3",NA,TRUE,"control","control"
"GSM3574026",1.13006713573732,"GSE125437","NCBI-counts",6,6,"OCIAML3.DMSO.24h_Rep3","cell line: OCI-AML3 | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: NMP mut",20228237,"DMSO","OCI-AML3",NA,TRUE,"control","control"
"GSM3574027",1.4535855400816,"GSE125437","NCBI-counts",6,6,"EOL1.Brequinar.24h_Rep1","cell line: EOL-1 | agent: Brequinar | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-TD",18554353,"Brequinar","EOL-1",NA,FALSE,"Brequinar","high"
"GSM3574028",1.41423486039491,"GSE125437","NCBI-counts",6,6,"EOL1.Brequinar.24h_Rep2","cell line: EOL-1 | agent: Brequinar | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-TD",17480059,"Brequinar","EOL-1",NA,FALSE,"Brequinar","high"
"GSM3574029",1.46627180631684,"GSE125437","NCBI-counts",6,6,"EOL1.Brequinar.24h_Rep3","cell line: EOL-1 | agent: Brequinar | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-TD",17030257,"Brequinar","EOL-1",NA,FALSE,"Brequinar","high"
"GSM3574030",1.56344168951639,"GSE125437","NCBI-counts",6,6,"EOL1.DMSO.24h_Rep1","cell line: EOL-1 | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: MLL-TD",16758353,"DMSO","EOL-1",NA,TRUE,"control","control"
"GSM3574031",1.53923032075854,"GSE125437","NCBI-counts",6,6,"EOL1.DMSO.24h_Rep2","cell line: EOL-1 | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: MLL-TD",18073000,"DMSO","EOL-1",NA,TRUE,"control","control"
"GSM3574032",1.59375434161006,"GSE125437","NCBI-counts",6,6,"EOL1.DMSO.24h_Rep3","cell line: EOL-1 | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: MLL-TD",14009236,"DMSO","EOL-1",NA,TRUE,"control","control"
"GSM3574033",0.773080029037493,"GSE125437","NCBI-counts",6,6,"HL60.Brequinar.24h_Rep1","cell line: HL-60 | agent: Brequinar | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-WT",18147619,"Brequinar","HL-60",NA,FALSE,"Brequinar","high"
"GSM3574034",0.774741392099154,"GSE125437","NCBI-counts",6,6,"HL60.Brequinar.24h_Rep2","cell line: HL-60 | agent: Brequinar | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-WT",19729202,"Brequinar","HL-60",NA,FALSE,"Brequinar","high"
"GSM3574035",0.695751710070784,"GSE125437","NCBI-counts",6,6,"HL60.Brequinar.24h_Rep3","cell line: HL-60 | agent: Brequinar | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-WT",21979491,"Brequinar","HL-60",NA,FALSE,"Brequinar","high"
"GSM3574036",0.77311662777899,"GSE125437","NCBI-counts",6,6,"HL60.DMSO.24h_Rep1","cell line: HL-60 | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: MLL-WT",19241180,"DMSO","HL-60",NA,TRUE,"control","control"
"GSM3574037",0.742531265802002,"GSE125437","NCBI-counts",6,6,"HL60.DMSO.24h_Rep2","cell line: HL-60 | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: MLL-WT",13134394,"DMSO","HL-60",NA,TRUE,"control","control"
"GSM3574038",0.775919191807462,"GSE125437","NCBI-counts",6,6,"HL60.DMSO.24h_Rep3","cell line: HL-60 | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: MLL-WT",19760713,"DMSO","HL-60",NA,TRUE,"control","control"
"GSM3574039",1.19794461137771,"GSE125437","NCBI-counts",6,6,"ML2.EPZ5676.96h_Rep1","cell line: ML2 | agent: EPZ-5676 | concentration: 3uM | time point (hours): 96 | mll fusion type: MLL-AF",17576201,"EPZ-5676","ML2",NA,FALSE,"EPZ-5676","high"
"GSM3574040",1.22099494812597,"GSE125437","NCBI-counts",6,6,"ML2.EPZ5676.96h_Rep2","cell line: ML2 | agent: EPZ-5676 | concentration: 3uM | time point (hours): 96 | mll fusion type: MLL-AF",9462062,"EPZ-5676","ML2",NA,FALSE,"EPZ-5676","high"
"GSM3574041",1.13763719654157,"GSE125437","NCBI-counts",6,6,"ML2.EPZ5676.96h_Rep3","cell line: ML2 | agent: EPZ-5676 | concentration: 3uM | time point (hours): 96 | mll fusion type: MLL-AF",16311795,"EPZ-5676","ML2",NA,FALSE,"EPZ-5676","high"
"GSM3574042",1.06958283566404,"GSE125437","NCBI-counts",6,6,"OCIAML3.EPZ5676.96h_Rep1","cell line: OCI-AML3 | agent: EPZ-5676 | concentration: 3uM | time point (hours): 96 | mll fusion type: NMP mut",19975119,"EPZ-5676","OCI-AML3",NA,FALSE,"EPZ-5676","high"
"GSM3574043",1.09543516274345,"GSE125437","NCBI-counts",6,6,"OCIAML3.EPZ5676.96h_Rep2","cell line: OCI-AML3 | agent: EPZ-5676 | concentration: 3uM | time point (hours): 96 | mll fusion type: NMP mut",17467355,"EPZ-5676","OCI-AML3",NA,FALSE,"EPZ-5676","high"
"GSM3574044",1.06419104529421,"GSE125437","NCBI-counts",6,6,"OCIAML3.EPZ5676.96h_Rep3","cell line: OCI-AML3 | agent: EPZ-5676 | concentration: 3uM | time point (hours): 96 | mll fusion type: NMP mut",19707457,"EPZ-5676","OCI-AML3",NA,FALSE,"EPZ-5676","high"
"GSM3574045",1.60993093060006,"GSE125437","NCBI-counts",6,6,"EOL1.EPZ5676.96h_Rep1","cell line: EOL-1 | agent: EPZ-5676 | concentration: 3uM | time point (hours): 96 | mll fusion type: MLL-TD",15743599,"EPZ-5676","EOL-1",NA,FALSE,"EPZ-5676","high"
"GSM3574046",1.61254326433689,"GSE125437","NCBI-counts",6,6,"EOL1.EPZ5676.96h_Rep2","cell line: EOL-1 | agent: EPZ-5676 | concentration: 3uM | time point (hours): 96 | mll fusion type: MLL-TD",11277235,"EPZ-5676","EOL-1",NA,FALSE,"EPZ-5676","high"
"GSM3574047",1.4561411929399,"GSE125437","NCBI-counts",6,6,"EOL1.EPZ5676.96h_Rep3","cell line: EOL-1 | agent: EPZ-5676 | concentration: 3uM | time point (hours): 96 | mll fusion type: MLL-TD",18663240,"EPZ-5676","EOL-1",NA,FALSE,"EPZ-5676","high"
"GSM3574048",1.16756706699059,"GSE125437","NCBI-counts",6,6,"HL60.EPZ5676.96h_Rep1","cell line: HL-60 | agent: EPZ-5676 | concentration: 3uM | time point (hours): 96 | mll fusion type: MLL-WT",18327554,"EPZ-5676","HL-60",NA,FALSE,"EPZ-5676","high"
"GSM3574049",1.05718983391157,"GSE125437","NCBI-counts",6,6,"HL60.EPZ5676.96h_Rep2","cell line: HL-60 | agent: EPZ-5676 | concentration: 3uM | time point (hours): 96 | mll fusion type: MLL-WT",18627301,"EPZ-5676","HL-60",NA,FALSE,"EPZ-5676","high"
"GSM3574050",1.0571630164158,"GSE125437","NCBI-counts",6,6,"HL60.EPZ5676.96h_Rep3","cell line: HL-60 | agent: EPZ-5676 | concentration: 3uM | time point (hours): 96 | mll fusion type: MLL-WT",22606653,"EPZ-5676","HL-60",NA,FALSE,"EPZ-5676","high"
"GSM3574051",1.2155253562109,"GSE125437","NCBI-counts",6,6,"ML2.DMSO.96h_Rep1","cell line: ML2 | agent: DMSO | concentration: 0.10 percent | time point (hours): 96 | mll fusion type: MLL-AF",17732391,"DMSO","ML2",NA,TRUE,"control","control"
"GSM3574052",1.24339051055339,"GSE125437","NCBI-counts",6,6,"ML2.DMSO.96h_Rep2","cell line: ML2 | agent: DMSO | concentration: 0.10 percent | time point (hours): 96 | mll fusion type: MLL-AF",15746269,"DMSO","ML2",NA,TRUE,"control","control"
"GSM3574053",1.19806156200994,"GSE125437","NCBI-counts",6,6,"ML2.DMSO.96h_Rep3","cell line: ML2 | agent: DMSO | concentration: 0.10 percent | time point (hours): 96 | mll fusion type: MLL-AF",19068246,"DMSO","ML2",NA,TRUE,"control","control"
"GSM3574054",1.04029728897581,"GSE125437","NCBI-counts",6,6,"OCIAML3.DMSO.96h_Rep1","cell line: OCI-AML3 | agent: DMSO | concentration: 0.10 percent | time point (hours): 96 | mll fusion type: NMP mut",19747661,"DMSO","OCI-AML3",NA,TRUE,"control","control"
"GSM3574055",1.02978980932249,"GSE125437","NCBI-counts",6,6,"OCIAML3.DMSO.96h_Rep2","cell line: OCI-AML3 | agent: DMSO | concentration: 0.10 percent | time point (hours): 96 | mll fusion type: NMP mut",16527187,"DMSO","OCI-AML3",NA,TRUE,"control","control"
"GSM3574056",1.07835980092202,"GSE125437","NCBI-counts",6,6,"OCIAML3.DMSO.96h_Rep3","cell line: OCI-AML3 | agent: DMSO | concentration: 0.10 percent | time point (hours): 96 | mll fusion type: NMP mut",16141477,"DMSO","OCI-AML3",NA,TRUE,"control","control"
"GSM3574057",1.58720819053252,"GSE125437","NCBI-counts",6,6,"EOL1.DMSO.96h_Rep1","cell line: EOL-1 | agent: DMSO | concentration: 0.10 percent | time point (hours): 96 | mll fusion type: MLL-TD",18389106,"DMSO","EOL-1",NA,TRUE,"control","control"
"GSM3574058",1.57165436198571,"GSE125437","NCBI-counts",6,6,"EOL1.DMSO.96h_Rep2","cell line: EOL-1 | agent: DMSO | concentration: 0.10 percent | time point (hours): 96 | mll fusion type: MLL-TD",15515269,"DMSO","EOL-1",NA,TRUE,"control","control"
"GSM3574059",1.58782316051182,"GSE125437","NCBI-counts",6,6,"EOL1.DMSO.96h_Rep3","cell line: EOL-1 | agent: DMSO | concentration: 0.10 percent | time point (hours): 96 | mll fusion type: MLL-TD",20653187,"DMSO","EOL-1",NA,TRUE,"control","control"
"GSM3574060",0.910513358038278,"GSE125437","NCBI-counts",6,6,"HL60.DMSO.96h_Rep1","cell line: HL-60 | agent: DMSO | concentration: 0.10 percent | time point (hours): 96 | mll fusion type: MLL-WT",17295670,"DMSO","HL-60",NA,TRUE,"control","control"
"GSM3574061",0.93515731650282,"GSE125437","NCBI-counts",6,6,"HL60.DMSO.96h_Rep2","cell line: HL-60 | agent: DMSO | concentration: 0.10 percent | time point (hours): 96 | mll fusion type: MLL-WT",17626658,"DMSO","HL-60",NA,TRUE,"control","control"
"GSM3574062",0.952426872309585,"GSE125437","NCBI-counts",6,6,"HL60.DMSO.96h_Rep3","cell line: HL-60 | agent: DMSO | concentration: 0.10 percent | time point (hours): 96 | mll fusion type: MLL-WT",15135974,"DMSO","HL-60",NA,TRUE,"control","control"
"GSM3574063",1.83401432215683,"GSE125437","NCBI-counts",6,6,"RS411.BAY1251152.8h_Rep1","cell line: RS411 | agent: BAY-1251152 | concentration: 0.05 uM | time point (hours): 8 | mll fusion type: MLL-AF",20391599,"BAY-1251152","RS411",NA,FALSE,"BAY-1251152","high"
"GSM3574064",1.82090648467631,"GSE125437","NCBI-counts",6,6,"RS411.BAY1251152.8h_Rep2","cell line: RS411 | agent: BAY-1251152 | concentration: 0.05 uM | time point (hours): 8 | mll fusion type: MLL-AF",19458204,"BAY-1251152","RS411",NA,FALSE,"BAY-1251152","high"
"GSM3574065",1.85052330796992,"GSE125437","NCBI-counts",6,6,"RS411.BAY1251152.8h_Rep3","cell line: RS411 | agent: BAY-1251152 | concentration: 0.05 uM | time point (hours): 8 | mll fusion type: MLL-AF",19012900,"BAY-1251152","RS411",NA,FALSE,"BAY-1251152","high"
"GSM3574066",2.21928785431787,"GSE125437","NCBI-counts",6,6,"RS411.OTX015.8h_Rep1","cell line: RS411 | agent: OTX015 | concentration: 1uM | time point (hours): 8 | mll fusion type: MLL-AF",18175368,"OTX015","RS411",NA,FALSE,"OTX015","high"
"GSM3574067",2.26627326835356,"GSE125437","NCBI-counts",6,6,"RS411.OTX015.8h_Rep2","cell line: RS411 | agent: OTX015 | concentration: 1uM | time point (hours): 8 | mll fusion type: MLL-AF",19159476,"OTX015","RS411",NA,FALSE,"OTX015","high"
"GSM3574068",2.25276242856344,"GSE125437","NCBI-counts",6,6,"RS411.OTX015.8h_Rep3","cell line: RS411 | agent: OTX015 | concentration: 1uM | time point (hours): 8 | mll fusion type: MLL-AF",20183794,"OTX015","RS411",NA,FALSE,"OTX015","high"
"GSM3574069",2.00877695081703,"GSE125437","NCBI-counts",6,6,"RS411.BAY155.24h_Rep1","cell line: RS411 | agent: BAY-155 | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-AF",20351626,"BAY-155","RS411",NA,FALSE,"BAY-155","high"
"GSM3574070",1.95641353437084,"GSE125437","NCBI-counts",6,6,"RS411.BAY155.24h_Rep2","cell line: RS411 | agent: BAY-155 | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-AF",18108664,"BAY-155","RS411",NA,FALSE,"BAY-155","high"
"GSM3574071",1.99337317804989,"GSE125437","NCBI-counts",6,6,"RS411.BAY155.24h_Rep3","cell line: RS411 | agent: BAY-155 | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-AF",19179944,"BAY-155","RS411",NA,FALSE,"BAY-155","high"
"GSM3574072",2.05104723759467,"GSE125437","NCBI-counts",6,6,"RS411.DMSO.24h_Rep1","cell line: RS411 | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: MLL-AF",20791103,"DMSO","RS411",NA,TRUE,"control","control"
"GSM3574073",2.00312286690743,"GSE125437","NCBI-counts",6,6,"RS411.DMSO.24h_Rep2","cell line: RS411 | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: MLL-AF",16293099,"DMSO","RS411",NA,TRUE,"control","control"
"GSM3574074",2.05835330258494,"GSE125437","NCBI-counts",6,6,"RS411.DMSO.24h_Rep3","cell line: RS411 | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: MLL-AF",21054576,"DMSO","RS411",NA,TRUE,"control","control"
"GSM3574075",2.02455209394603,"GSE125437","NCBI-counts",6,6,"RS411.Brequinar.24h_Rep1","cell line: RS411 | agent: Brequinar | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-AF",22875527,"Brequinar","RS411",NA,FALSE,"Brequinar","high"
"GSM3574076",2.05031083246359,"GSE125437","NCBI-counts",6,6,"RS411.Brequinar.24h_Rep2","cell line: RS411 | agent: Brequinar | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-AF",17917834,"Brequinar","RS411",NA,FALSE,"Brequinar","high"
"GSM3574077",1.99671152328366,"GSE125437","NCBI-counts",6,6,"RS411.Brequinar.24h_Rep3","cell line: RS411 | agent: Brequinar | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-AF",21170780,"Brequinar","RS411",NA,FALSE,"Brequinar","high"
"GSM3574078",2.017906729033,"GSE125437","NCBI-counts",6,6,"RS411.DMSO.24h_Rep4","cell line: RS411 | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: MLL-AF",9841063,"DMSO","RS411",NA,TRUE,"control","control"
"GSM3574079",1.99252388346316,"GSE125437","NCBI-counts",6,6,"RS411.DMSO.24h_Rep5","cell line: RS411 | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: MLL-AF",18660497,"DMSO","RS411",NA,TRUE,"control","control"
"GSM3574080",1.9312519779927,"GSE125437","NCBI-counts",6,6,"RS411.DMSO.24h_Rep6","cell line: RS411 | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: MLL-AF",20521114,"DMSO","RS411",NA,TRUE,"control","control"
"GSM3574081",1.80454187948524,"GSE125437","NCBI-counts",6,6,"RS411.EPZ5676.96h_Rep1","cell line: RS411 | agent: EPZ-5676 | concentration: 3uM | time point (hours): 96 | mll fusion type: MLL-AF",20801048,"EPZ-5676","RS411",NA,FALSE,"EPZ-5676","high"
"GSM3574082",1.86674367655764,"GSE125437","NCBI-counts",6,6,"RS411.EPZ5676.96h_Rep2","cell line: RS411 | agent: EPZ-5676 | concentration: 3uM | time point (hours): 96 | mll fusion type: MLL-AF",18421057,"EPZ-5676","RS411",NA,FALSE,"EPZ-5676","high"
"GSM3574083",1.87323330484909,"GSE125437","NCBI-counts",6,6,"RS411.DMSO.96h_Rep1","cell line: RS411 | agent: DMSO | concentration: 0.10 percent | time point (hours): 96 | mll fusion type: MLL-AF",11444906,"DMSO","RS411",NA,TRUE,"control","control"
"GSM3574084",1.91984469430099,"GSE125437","NCBI-counts",6,6,"RS411.DMSO.96h_Rep2","cell line: RS411 | agent: DMSO | concentration: 0.10 percent | time point (hours): 96 | mll fusion type: MLL-AF",19329727,"DMSO","RS411",NA,TRUE,"control","control"
"GSM3574085",1.88437105990269,"GSE125437","NCBI-counts",6,6,"RS411.DMSO.96h_Rep3","cell line: RS411 | agent: DMSO | concentration: 0.10 percent | time point (hours): 96 | mll fusion type: MLL-AF",18482365,"DMSO","RS411",NA,TRUE,"control","control"
"GSM3574086",1.41379789617397,"GSE125437","NCBI-counts",6,6,"OCIAML2.BAY1251152.8h_Rep1","cell line: OCI-AML2 | agent: BAY-1251152 | concentration: 0.05 uM | time point (hours): 8 | mll fusion type: MLL-AF",18128628,"BAY-1251152","OCI-AML2",NA,FALSE,"BAY-1251152","high"
