"GSM","SampleTitle","Score","GSE","Platform","GenesFound","GenesExpected","TreatmentRaw","CellLine","Genotype","IsControl","Agent","AgentConfidence","Log2Applied"
"GSM1325416","U937 SAHA 6h rep1",3.6951930338867,"GSE54869","GPL6104",5,6,"SAHA (Merck)","U937",NA,FALSE,"SAHA","high",FALSE
"GSM1325425","NB4 Control 6h rep2",3.7460191328544,"GSE54871","GPL6104",5,6,"control","NB4",NA,TRUE,"control","control",FALSE
"GSM1325426","NB4 MS 6h rep2",3.9845246898613,"GSE54871","GPL6104",5,6,"MS27-275 (Bayer-Schering AG)","NB4",NA,FALSE,"MS27-275","high",FALSE
"GSM1325427","NB4 SAHA 6h rep2",3.7784606167909,"GSE54871","GPL6104",5,6,"SAHA (Merck)","NB4",NA,FALSE,"SAHA","high",FALSE
"GSM1325428","K562 Control 6h rep2",3.8680634763886,"GSE54871","GPL6104",5,6,"control","K562",NA,TRUE,"control","control",FALSE
"GSM1325429","K562 MS 6h rep2",4.2973264743807,"GSE54871","GPL6104",5,6,"MS27-275 (Bayer-Schering AG)","K562",NA,FALSE,"MS27-275","high",FALSE
"GSM1325430","K562 SAHA 6h rep2",4.0418484144057,"GSE54871","GPL6104",5,6,"SAHA (Merck)","K562",NA,FALSE,"SAHA","high",FALSE
"GSM1325431","U937 Control 6h rep2",3.4591816224462,"GSE54871","GPL6104",5,6,"control","U937",NA,TRUE,"control","control",FALSE
"GSM1325432","U937 MS 6h rep2",3.4428607422691,"GSE54871","GPL6104",5,6,"MS27-275 (Bayer-Schering AG)","U937",NA,FALSE,"MS27-275","high",FALSE
"GSM1325433","U937 SAHA 6h rep2",3.3929539470111,"GSE54871","GPL6104",5,6,"SAHA (Merck)","U937",NA,FALSE,"SAHA","high",FALSE
"GSM1325434","patient 75 control",3.7116815152032,"GSE54871","GPL6104",5,6,"control","AML blasts",NA,TRUE,"control","control",FALSE
"GSM1325435","patient 75 saha",3.402816060575,"GSE54871","GPL6104",5,6,"SAHA (Merck)","AML blasts",NA,FALSE,"SAHA","high",FALSE
"GSM1325436","patient 117 control",3.9108700042929,"GSE54871","GPL6104",5,6,"control","AML blasts",NA,TRUE,"control","control",FALSE
"GSM1325437","patient 117 saha",4.460476183904,"GSE54871","GPL6104",5,6,"SAHA (Merck)","AML blasts",NA,FALSE,"SAHA","high",FALSE
"GSM1325438","patient 125 control",3.4633800098759,"GSE54871","GPL6104",5,6,"control","AML blasts",NA,TRUE,"control","control",FALSE
"GSM1325439","patient 125 saha",3.5276556453248,"GSE54871","GPL6104",5,6,"SAHA (Merck)","AML blasts",NA,FALSE,"SAHA","high",FALSE
"GSM1325452","Control CD34 rep1",3.7970292797242,"GSE54873","GPL6883",5,6,"none","cd34+ normal progenitors",NA,TRUE,"control","control",FALSE
"GSM1325453","Saha CD34 rep1",3.7641711730963,"GSE54873","GPL6883",5,6,"SAHA (Merck)","cd34+ normal progenitors",NA,FALSE,"SAHA","high",FALSE
"GSM1325454","Control CD34 rep2",3.8723297404889,"GSE54873","GPL6883",5,6,"none","cd34+ normal progenitors",NA,TRUE,"control","control",FALSE
"GSM1325455","Saha CD34 rep2",3.6956108905886,"GSE54873","GPL6883",5,6,"SAHA (Merck)","cd34+ normal progenitors",NA,FALSE,"SAHA","high",FALSE
"GSM1325456","Pz 178 CTR",5.464521189485,"GSE54873","GPL6883",5,6,"none","blasts of AML patient",NA,TRUE,"control","control",FALSE
"GSM1325457","Pz 178 SAHA",5.674551696883,"GSE54873","GPL6883",5,6,"SAHA (Merck)","blasts of AML patient",NA,FALSE,"SAHA","high",FALSE
"GSM1325458","Pz 182 CTR",4.272123073483,"GSE54873","GPL6883",5,6,"none","blasts of AML patient",NA,TRUE,"control","control",FALSE
"GSM1325459","Pz 182 SAHA",4.4781009942977,"GSE54873","GPL6883",5,6,"SAHA (Merck)","blasts of AML patient",NA,FALSE,"SAHA","high",FALSE
"GSM1325460","Pz 183 CTR",4.131079514781,"GSE54873","GPL6883",5,6,"none","blasts of AML patient",NA,TRUE,"control","control",FALSE
"GSM1325461","Pz 183 SAHA",4.1930635201833,"GSE54873","GPL6883",5,6,"SAHA (Merck)","blasts of AML patient",NA,FALSE,"SAHA","high",FALSE
"GSM1325462","Pz 184 CTR",5.367428814978,"GSE54873","GPL6883",5,6,"none","blasts of AML patient",NA,TRUE,"control","control",FALSE
"GSM1325463","Pz 184 SAHA",4.9223689791704,"GSE54873","GPL6883",5,6,"SAHA (Merck)","blasts of AML patient",NA,FALSE,"SAHA","high",FALSE
"GSM1325464","Pz 189 CTR",4.887006041769,"GSE54873","GPL6883",5,6,"none","blasts of AML patient",NA,TRUE,"control","control",FALSE
"GSM1325465","Pz 189 SAHA",4.6405493609863,"GSE54873","GPL6883",5,6,"SAHA (Merck)","blasts of AML patient",NA,FALSE,"SAHA","high",FALSE
"GSM1325408","NB4 Control 6h rep1",4.0049750960651,"GSE55154","GPL6104",5,6,"none","NB4",NA,TRUE,"control","control",FALSE
"GSM1325409","NB4 MS 6h rep1",4.2776148553332,"GSE55154","GPL6104",5,6,"MS27-275 (Bayer-Schering AG)","NB4",NA,FALSE,"MS27-275","high",FALSE
"GSM1325410","NB4 SAHA 6h rep1",4.0402457694221,"GSE55154","GPL6104",5,6,"SAHA (Merck)","NB4",NA,FALSE,"SAHA","high",FALSE
"GSM1325411","K562 Control 6h rep1",4.1327261742627,"GSE55154","GPL6104",5,6,"none","K562",NA,TRUE,"control","control",FALSE
"GSM1325412","K562 MS 6h rep1",4.579714725366,"GSE55154","GPL6104",5,6,"MS27-275 (Bayer-Schering AG)","K562",NA,FALSE,"MS27-275","high",FALSE
"GSM1325413","K562 SAHA 6h rep1",4.3285212378489,"GSE55154","GPL6104",5,6,"SAHA (Merck)","K562",NA,FALSE,"SAHA","high",FALSE
"GSM1325414","U937 Control 6h rep1",3.7205870713714,"GSE55154","GPL6104",5,6,"none","U937",NA,TRUE,"control","control",FALSE
"GSM1325415","U937 MS 6h rep1",3.6962953430561,"GSE55154","GPL6104",5,6,"MS27-275 (Bayer-Schering AG)","U937",NA,FALSE,"MS27-275","high",FALSE
"GSM1325416","U937 SAHA 6h rep1",3.6951930338867,"GSE55154","GPL6104",5,6,"SAHA (Merck)","U937",NA,FALSE,"SAHA","high",FALSE
"GSM1325425","NB4 Control 6h rep2",3.7455497935149,"GSE55154","GPL6104",5,6,"control","NB4",NA,TRUE,"control","control",FALSE
"GSM1325426","NB4 MS 6h rep2",3.9884160940429,"GSE55154","GPL6104",5,6,"MS27-275 (Bayer-Schering AG)","NB4",NA,FALSE,"MS27-275","high",FALSE
"GSM1325427","NB4 SAHA 6h rep2",3.786158475244,"GSE55154","GPL6104",5,6,"SAHA (Merck)","NB4",NA,FALSE,"SAHA","high",FALSE
"GSM1325428","K562 Control 6h rep2",3.8718594636133,"GSE55154","GPL6104",5,6,"control","K562",NA,TRUE,"control","control",FALSE
"GSM1325429","K562 MS 6h rep2",4.3008153035394,"GSE55154","GPL6104",5,6,"MS27-275 (Bayer-Schering AG)","K562",NA,FALSE,"MS27-275","high",FALSE
"GSM1325430","K562 SAHA 6h rep2",4.0466098267785,"GSE55154","GPL6104",5,6,"SAHA (Merck)","K562",NA,FALSE,"SAHA","high",FALSE
"GSM1325431","U937 Control 6h rep2",3.4668822382572,"GSE55154","GPL6104",5,6,"control","U937",NA,TRUE,"control","control",FALSE
"GSM1325432","U937 MS 6h rep2",3.4453645264921,"GSE55154","GPL6104",5,6,"MS27-275 (Bayer-Schering AG)","U937",NA,FALSE,"MS27-275","high",FALSE
"GSM1325433","U937 SAHA 6h rep2",3.4001560525755,"GSE55154","GPL6104",5,6,"SAHA (Merck)","U937",NA,FALSE,"SAHA","high",FALSE
"GSM1325434","patient 75 control",3.6810255561066,"GSE55154","GPL6104",5,6,"control","AML blasts",NA,TRUE,"control","control",FALSE
"GSM1325435","patient 75 saha",3.4050234268658,"GSE55154","GPL6104",5,6,"SAHA (Merck)","AML blasts",NA,FALSE,"SAHA","high",FALSE
"GSM1325436","patient 117 control",3.8678428267506,"GSE55154","GPL6104",5,6,"control","AML blasts",NA,TRUE,"control","control",FALSE
"GSM1325437","patient 117 saha",4.4483235293819,"GSE55154","GPL6104",5,6,"SAHA (Merck)","AML blasts",NA,FALSE,"SAHA","high",FALSE
"GSM1325438","patient 125 control",3.4670336533319,"GSE55154","GPL6104",5,6,"control","AML blasts",NA,TRUE,"control","control",FALSE
"GSM1325439","patient 125 saha",3.5311668685922,"GSE55154","GPL6104",5,6,"SAHA (Merck)","AML blasts",NA,FALSE,"SAHA","high",FALSE
"GSM1528447","23_20h_BV6",2.8102690024747,"GSE62533","GPL570",6,6,"BV6",NA,"normal",FALSE,"BV6","high",FALSE
"GSM1528448","23_20h_D",2.9157309782706,"GSE62533","GPL570",6,6,"DMSO",NA,"normal",TRUE,"control","control",FALSE
"GSM1528449","23_4h_BV6",2.8521365658678,"GSE62533","GPL570",6,6,"BV6",NA,"normal",FALSE,"BV6","high",FALSE
"GSM1528450","23_4h_D",2.8937396337188,"GSE62533","GPL570",6,6,"DMSO",NA,"normal",TRUE,"control","control",FALSE
"GSM1528451","44_20h_BV6",2.8847207959479,"GSE62533","GPL570",6,6,"BV6",NA,"13q- bidel",FALSE,"BV6","high",FALSE
"GSM1528452","44_20h_D",2.875389385614,"GSE62533","GPL570",6,6,"DMSO",NA,"13q- bidel",TRUE,"control","control",FALSE
"GSM1528453","50_20h_BV6",3.0764315620866,"GSE62533","GPL570",6,6,"BV6",NA,"13q-",FALSE,"BV6","high",FALSE
"GSM1528454","50_20h_D",3.028731666149,"GSE62533","GPL570",6,6,"DMSO",NA,"13q-",TRUE,"control","control",FALSE
"GSM1528455","50_4h_BV6",3.0403975022587,"GSE62533","GPL570",6,6,"BV6",NA,"13q-",FALSE,"BV6","high",FALSE
"GSM1528456","50_4h_D",3.0316999694752,"GSE62533","GPL570",6,6,"DMSO",NA,"13q-",TRUE,"control","control",FALSE
"GSM1528457","51_4h_BV6",3.069791600611,"GSE62533","GPL570",6,6,"BV6",NA,"13q-, 14q-",FALSE,"BV6","high",FALSE
"GSM1528458","51_4h_D",3.0860184733681,"GSE62533","GPL570",6,6,"DMSO",NA,"13q-, 14q-",TRUE,"control","control",FALSE
"GSM1585803","K562_DMSO_3hrs_rep1",4.058227092342,"GSE65012","GPL570",6,6,"DMSO","K562",NA,TRUE,"control","control",FALSE
"GSM1585804","K562_DMSO_3hrs_rep2",4.0599560024842,"GSE65012","GPL570",6,6,"DMSO","K562",NA,TRUE,"control","control",FALSE
"GSM1585805","K562_DMSO_3hrs_rep3",4.0503845562373,"GSE65012","GPL570",6,6,"DMSO","K562",NA,TRUE,"control","control",FALSE
"GSM1585806","K562_CA_3hrs_rep1",4.0129034966018,"GSE65012","GPL570",6,6,"25nM CA for 3hrs","K562",NA,FALSE,"CA","high",FALSE
"GSM1585807","K562_CA_3hrs_rep2",4.0770138602486,"GSE65012","GPL570",6,6,"25nM CA for 3hrs","K562",NA,FALSE,"CA","high",FALSE
"GSM1585808","K562_CA_3hrs_rep3",4.0352092256675,"GSE65012","GPL570",6,6,"25nM CA for 3hrs","K562",NA,FALSE,"CA","high",FALSE
"GSM1585875","MOLM14_DMSO_24hrs_rep1",4.6911396807423,"GSE65014","GPL570",6,6,"DMSO","MOLM-14",NA,TRUE,"control","control",FALSE
"GSM1585876","MOLM14_DMSO_24hrs_rep2",4.6671409111024,"GSE65014","GPL570",6,6,"DMSO","MOLM-14",NA,TRUE,"control","control",FALSE
"GSM1585877","MOLM14_DMSO_24hrs_rep3",4.7193806506096,"GSE65014","GPL570",6,6,"DMSO","MOLM-14",NA,TRUE,"control","control",FALSE
"GSM1585878","MOLM14_CA_24hrs_rep1",4.7849034478365,"GSE65014","GPL570",6,6,"10nM CA for 24hrs","MOLM-14",NA,FALSE,"CA","high",FALSE
"GSM1585879","MOLM14_CA_24hrs_rep2",4.791913874655,"GSE65014","GPL570",6,6,"10nM CA for 24hrs","MOLM-14",NA,FALSE,"CA","high",FALSE
"GSM1585880","MOLM14_CA_24hrs_rep3",4.7773584063132,"GSE65014","GPL570",6,6,"10nM CA for 24hrs","MOLM-14",NA,FALSE,"CA","high",FALSE
"GSM1585881","MOLM14_DMSO_3hrs_rep1",4.6036543923395,"GSE65015","GPL570",6,6,"DMSO","MOLM-14",NA,TRUE,"control","control",FALSE
"GSM1585882","MOLM14_DMSO_3hrs_rep2",4.6382229814869,"GSE65015","GPL570",6,6,"DMSO","MOLM-14",NA,TRUE,"control","control",FALSE
"GSM1585883","MOLM14_DMSO_3hrs_rep3",4.6731584679552,"GSE65015","GPL570",6,6,"DMSO","MOLM-14",NA,TRUE,"control","control",FALSE
"GSM1585884","MOLM14_CA_3hrs_rep1",4.6831000434029,"GSE65015","GPL570",6,6,"25nM CA for 3hrs","MOLM-14",NA,FALSE,"CA","high",FALSE
"GSM1585885","MOLM14_CA_3hrs_rep2",4.6596881274762,"GSE65015","GPL570",6,6,"25nM CA for 3hrs","MOLM-14",NA,FALSE,"CA","high",FALSE
"GSM1585886","MOLM14_CA_3hrs_rep3",4.6768706591509,"GSE65015","GPL570",6,6,"25nM CA for 3hrs","MOLM-14",NA,FALSE,"CA","high",FALSE
"GSM1585924","MV411_DMSO_3hrs_rep1",3.2048467025605,"GSE65019","GPL570",6,6,"DMSO","MV-4-11",NA,TRUE,"control","control",FALSE
"GSM1585925","MV411_DMSO_3hrs_rep2",3.2289030428805,"GSE65019","GPL570",6,6,"DMSO","MV-4-11",NA,TRUE,"control","control",FALSE
"GSM1585926","MV411_DMSO_3hrs_rep3",3.228790006299,"GSE65019","GPL570",6,6,"DMSO","MV-4-11",NA,TRUE,"control","control",FALSE
"GSM1585927","MV411_CA_3hrs_rep1",3.2225902521982,"GSE65019","GPL570",6,6,"25nM CA for 3hrs","MV-4-11",NA,FALSE,"CA","high",FALSE
"GSM1585928","MV411_CA_3hrs_rep2",3.2776273731497,"GSE65019","GPL570",6,6,"25nM CA for 3hrs","MV-4-11",NA,FALSE,"CA","high",FALSE
"GSM1585929","MV411_CA_3hrs_rep3",3.2644939725569,"GSE65019","GPL570",6,6,"25nM CA for 3hrs","MV-4-11",NA,FALSE,"CA","high",FALSE
"GSM2204241","Vehicle replicate 1",4.83086105350204,"GSE83485","GPL570",6,6,"vehicle","sorted human CD45+ cells from bone marrow of PDX mouse",NA,TRUE,"control","control",TRUE
"GSM2204242","Vehicle replicate 2",4.87701271734755,"GSE83485","GPL570",6,6,"vehicle","sorted human CD45+ cells from bone marrow of PDX mouse",NA,TRUE,"control","control",TRUE
"GSM2204243","Vehicle replicate 3",4.7620065780316,"GSE83485","GPL570",6,6,"vehicle","sorted human CD45+ cells from bone marrow of PDX mouse",NA,TRUE,"control","control",TRUE
"GSM2204244","BAY1436032 replicate 1",3.62989394350164,"GSE83485","GPL570",6,6,"BAY1436032","sorted human CD45+ cells from bone marrow of PDX mouse",NA,FALSE,"BAY1436032","high",TRUE
"GSM2204245","BAY1436032 replicate 2",3.3790047526923,"GSE83485","GPL570",6,6,"BAY1436032","sorted human CD45+ cells from bone marrow of PDX mouse",NA,FALSE,"BAY1436032","high",TRUE
"GSM2204246","BAY1436032 replicate 3",3.38170010749252,"GSE83485","GPL570",6,6,"BAY1436032","sorted human CD45+ cells from bone marrow of PDX mouse",NA,FALSE,"BAY1436032","high",TRUE
"GSM2334750","HEL92.1.7 DMSO rep1",4.49137245072587,"GSE87580","GPL16699",6,6,"DMSO","HEL92.1.7",NA,TRUE,"control","control",TRUE
"GSM2334751","HEL92.1.7 DMSO rep2",4.49643896110008,"GSE87580","GPL16699",6,6,"DMSO","HEL92.1.7",NA,TRUE,"control","control",TRUE
"GSM2334752","HEL92.1.7 DMSO rep3",4.49745066315578,"GSE87580","GPL16699",6,6,"DMSO","HEL92.1.7",NA,TRUE,"control","control",TRUE
"GSM2334753","HEL92.1.7 T-3775440 rep1",4.51312427299515,"GSE87580","GPL16699",6,6,"100 nM of T-3775440","HEL92.1.7",NA,FALSE,"T-3775440","high",TRUE
"GSM2334754","HEL92.1.7 T-3775440 rep2",4.54544111380975,"GSE87580","GPL16699",6,6,"100 nM of T-3775440","HEL92.1.7",NA,FALSE,"T-3775440","high",TRUE
"GSM2334755","HEL92.1.7 T-3775440 rep3",4.54479642991822,"GSE87580","GPL16699",6,6,"100 nM of T-3775440","HEL92.1.7",NA,FALSE,"T-3775440","high",TRUE
"GSM2334756","CMK11-5 DMSO rep1",4.43808403445232,"GSE87580","GPL16699",6,6,"DMSO","CMK11-5",NA,TRUE,"control","control",TRUE
"GSM2334757","CMK11-5 DMSO rep2",4.43120575221049,"GSE87580","GPL16699",6,6,"DMSO","CMK11-5",NA,TRUE,"control","control",TRUE
"GSM2334758","CMK11-5 DMSO rep3",4.44436724479193,"GSE87580","GPL16699",6,6,"DMSO","CMK11-5",NA,TRUE,"control","control",TRUE
"GSM2334759","CMK11-5 T-3775440 rep1",4.4124320385996,"GSE87580","GPL16699",6,6,"100 nM of T-3775440","CMK11-5",NA,FALSE,"T-3775440","high",TRUE
"GSM2334760","CMK11-5 T-3775440 rep2",4.39296146304162,"GSE87580","GPL16699",6,6,"100 nM of T-3775440","CMK11-5",NA,FALSE,"T-3775440","high",TRUE
"GSM2334761","CMK11-5 T-3775440 rep3",4.39325037188496,"GSE87580","GPL16699",6,6,"100 nM of T-3775440","CMK11-5",NA,FALSE,"T-3775440","high",TRUE
"GSM2385847","DMSO rep1",4.75242592799092,"GSE89637","GPL16699",6,6,"DMSO","AML cell line",NA,TRUE,"control","control",TRUE
"GSM2385848","DMSO rep2",4.73700026348078,"GSE89637","GPL16699",6,6,"DMSO","AML cell line",NA,TRUE,"control","control",TRUE
"GSM2385849","T-3775440 50 nM rep1",4.88393801109597,"GSE89637","GPL16699",6,6,"T-3775440 50 nM","AML cell line",NA,FALSE,"T-3775440","high",TRUE
"GSM2385850","T-3775440 50 nM rep2",4.87030023168392,"GSE89637","GPL16699",6,6,"T-3775440 50 nM","AML cell line",NA,FALSE,"T-3775440","high",TRUE
"GSM2385851","Pevonedistat 1000 nM rep1",4.3812323519075,"GSE89637","GPL16699",6,6,"Pevonedistat 1000 nM","AML cell line",NA,FALSE,"Pevonedistat","high",TRUE
"GSM2385852","Pevonedistat 1000 nM rep2",4.36351728149139,"GSE89637","GPL16699",6,6,"Pevonedistat 1000 nM","AML cell line",NA,FALSE,"Pevonedistat","high",TRUE
"GSM2385853","T-3775440+Pevonedistat rep1",4.55575017021365,"GSE89637","GPL16699",6,6,"T-3775440+Pevonedistat","AML cell line",NA,FALSE,"T-3775440+Pevonedistat","high",TRUE
"GSM2385854","T-3775440+Pevonedistat rep2",4.56754857275647,"GSE89637","GPL16699",6,6,"T-3775440+Pevonedistat","AML cell line",NA,FALSE,"T-3775440+Pevonedistat","high",TRUE
"GSM2561790","Kasumi-1_Treated_1",3.8090981406831,"GSE97331","GPL15207",6,6,"SY-1425 (tamibarotene)","Kasumi-1",NA,FALSE,"SY-1425","high",FALSE
"GSM2561791","Kasumi-1_Treated_2",3.7390820033664,"GSE97331","GPL15207",6,6,"SY-1425 (tamibarotene)","Kasumi-1",NA,FALSE,"SY-1425","high",FALSE
"GSM2561792","Kasumi-1_Treated_3",3.7433302425455,"GSE97331","GPL15207",6,6,"SY-1425 (tamibarotene)","Kasumi-1",NA,FALSE,"SY-1425","high",FALSE
"GSM2561793","Kasumi-1_Vehicle_2",3.976272029615,"GSE97331","GPL15207",6,6,"DMSO","Kasumi-1",NA,TRUE,"control","control",FALSE
"GSM2561794","Kasumi-1_Vehicle_3",3.8254779529867,"GSE97331","GPL15207",6,6,"DMSO","Kasumi-1",NA,TRUE,"control","control",FALSE
"GSM2561795","MV-4-11_Treated_1",3.7092921767959,"GSE97331","GPL15207",6,6,"SY-1425 (tamibarotene)","MV-4-11",NA,FALSE,"SY-1425","high",FALSE
"GSM2561796","MV-4-11_Treated_2",3.7066915375915,"GSE97331","GPL15207",6,6,"SY-1425 (tamibarotene)","MV-4-11",NA,FALSE,"SY-1425","high",FALSE
"GSM2561797","MV-4-11_Treated_3",3.7224638605137,"GSE97331","GPL15207",6,6,"SY-1425 (tamibarotene)","MV-4-11",NA,FALSE,"SY-1425","high",FALSE
"GSM2561798","MV-4-11_Vehicle_1",3.7749961344948,"GSE97331","GPL15207",6,6,"DMSO","MV-4-11",NA,TRUE,"control","control",FALSE
"GSM2561799","MV-4-11_Vehicle_2",3.7303257206791,"GSE97331","GPL15207",6,6,"DMSO","MV-4-11",NA,TRUE,"control","control",FALSE
"GSM2561800","MV-4-11_Vehicle_3",3.7596806794987,"GSE97331","GPL15207",6,6,"DMSO","MV-4-11",NA,TRUE,"control","control",FALSE
"GSM2561801","NOMO-1_Treated_1",4.551561231911,"GSE97331","GPL15207",6,6,"SY-1425 (tamibarotene)","NOMO-1",NA,FALSE,"SY-1425","high",FALSE
"GSM2561802","NOMO-1_Treated_2",4.5414115679413,"GSE97331","GPL15207",6,6,"SY-1425 (tamibarotene)","NOMO-1",NA,FALSE,"SY-1425","high",FALSE
"GSM2561803","NOMO-1_Treated_3",4.5065481455344,"GSE97331","GPL15207",6,6,"SY-1425 (tamibarotene)","NOMO-1",NA,FALSE,"SY-1425","high",FALSE
"GSM2561804","NOMO-1_Vehicle_1",4.5533596030837,"GSE97331","GPL15207",6,6,"DMSO","NOMO-1",NA,TRUE,"control","control",FALSE
"GSM2561805","NOMO-1_Vehicle_2",4.5665411965836,"GSE97331","GPL15207",6,6,"DMSO","NOMO-1",NA,TRUE,"control","control",FALSE
"GSM2561806","NOMO-1_Vehicle_3",4.4489763752915,"GSE97331","GPL15207",6,6,"DMSO","NOMO-1",NA,TRUE,"control","control",FALSE
"GSM2561807","KG-1a_Treated_1",5.1518585970162,"GSE97331","GPL15207",6,6,"SY-1425 (tamibarotene)","KG-1a",NA,FALSE,"SY-1425","high",FALSE
"GSM2561808","KG-1a_Treated_2",5.1810843084781,"GSE97331","GPL15207",6,6,"SY-1425 (tamibarotene)","KG-1a",NA,FALSE,"SY-1425","high",FALSE
"GSM2561809","KG-1a_Treated_3",5.2025722272874,"GSE97331","GPL15207",6,6,"SY-1425 (tamibarotene)","KG-1a",NA,FALSE,"SY-1425","high",FALSE
"GSM2561810","KG-1a_Vehicle_1",5.3255347229278,"GSE97331","GPL15207",6,6,"DMSO","KG-1a",NA,TRUE,"control","control",FALSE
"GSM2561811","KG-1a_Vehicle_2",5.2701756315563,"GSE97331","GPL15207",6,6,"DMSO","KG-1a",NA,TRUE,"control","control",FALSE
"GSM2561812","OCI-AML3_Treated_1",2.8899747029555,"GSE97331","GPL15207",6,6,"SY-1425 (tamibarotene)","OCI-AML3",NA,FALSE,"SY-1425","high",FALSE
"GSM2561813","OCI-AML3_Treated_2",2.9190184794651,"GSE97331","GPL15207",6,6,"SY-1425 (tamibarotene)","OCI-AML3",NA,FALSE,"SY-1425","high",FALSE
"GSM2561814","OCI-AML3_Treated_3",2.8338750561017,"GSE97331","GPL15207",6,6,"SY-1425 (tamibarotene)","OCI-AML3",NA,FALSE,"SY-1425","high",FALSE
"GSM2561815","OCI-AML3_Vehicle_1",3.0113284316137,"GSE97331","GPL15207",6,6,"DMSO","OCI-AML3",NA,TRUE,"control","control",FALSE
"GSM2561816","OCI-AML3_Vehicle_2",3.0979007284323,"GSE97331","GPL15207",6,6,"DMSO","OCI-AML3",NA,TRUE,"control","control",FALSE
"GSM2561817","OCI-AML3_Vehicle_3",2.9970032744696,"GSE97331","GPL15207",6,6,"DMSO","OCI-AML3",NA,TRUE,"control","control",FALSE
"GSM2561818","OCI-M1_Treated_1",4.1176000444754,"GSE97331","GPL15207",6,6,"SY-1425 (tamibarotene)","OCI-M1",NA,FALSE,"SY-1425","high",FALSE
"GSM2561819","OCI-M1_Treated_2",4.1829309247636,"GSE97331","GPL15207",6,6,"SY-1425 (tamibarotene)","OCI-M1",NA,FALSE,"SY-1425","high",FALSE
"GSM2561820","OCI-M1_Treated_3",4.2088784841035,"GSE97331","GPL15207",6,6,"SY-1425 (tamibarotene)","OCI-M1",NA,FALSE,"SY-1425","high",FALSE
"GSM2561821","OCI-M1_Vehicle_1",4.0940961015013,"GSE97331","GPL15207",6,6,"DMSO","OCI-M1",NA,TRUE,"control","control",FALSE
"GSM2561822","OCI-M1_Vehicle_2",4.1575426049501,"GSE97331","GPL15207",6,6,"DMSO","OCI-M1",NA,TRUE,"control","control",FALSE
"GSM2561823","OCI-M1_Vehicle_3",4.1769973941276,"GSE97331","GPL15207",6,6,"DMSO","OCI-M1",NA,TRUE,"control","control",FALSE
"GSM2561824","Sig-M5_Treated_1",2.8046997597265,"GSE97331","GPL15207",6,6,"SY-1425 (tamibarotene)","Sig-M5",NA,FALSE,"SY-1425","high",FALSE
"GSM2561825","Sig-M5_Treated_2",2.6086088253348,"GSE97331","GPL15207",6,6,"SY-1425 (tamibarotene)","Sig-M5",NA,FALSE,"SY-1425","high",FALSE
"GSM2561826","Sig-M5_Treated_3",2.6865808809432,"GSE97331","GPL15207",6,6,"SY-1425 (tamibarotene)","Sig-M5",NA,FALSE,"SY-1425","high",FALSE
"GSM2561827","Sig-M5_Vehicle_1",2.8343638826379,"GSE97331","GPL15207",6,6,"DMSO","Sig-M5",NA,TRUE,"control","control",FALSE
"GSM2561828","Sig-M5_Vehicle_2",2.9651824651972,"GSE97331","GPL15207",6,6,"DMSO","Sig-M5",NA,TRUE,"control","control",FALSE
